volume	uid	cycle	title	version	incipit	link	link_uid	terminus_post_quem	terminus_ante_quem	dated	autographs	lifetime_publication	first_publication	bibliography	citation	comments	filename	n_lines	n_words
5	A745		<Фазил-Хану>		«Благословен твой подвиг новый…»			1829	1829	Около 27 мая 1829 г., согласно помете во втором автографе.	В тетр. ПД 841, л. 127 (первый черновой набросок, с пометой: «25 мая / Коби»); ПД 110, л. 1 (черновой, с пометой над текстом: «<Д>ушет 27 мая»).	нет	Якушкин. № 11 (по тексту первого автографа); КН. Т. 2 (второй автограф).	Белкин Д. И. Встреча Пушкина с персидским стихотворцем Фазыл-ханом Шаида // Литературные связи и традиции: Межвуз. сб. Горький, 1974. Вып. 4. С. 179–186; Вейденбаум Е. Г. Примечания и объяснения к «Путешествию в Арзрум» и хронологическая канва к кавказскому путешествию Пушкина в 1829 г. // Кавказская поминка о Пушкине. Тифлис, 1899. С. 50–51; Гаджиев А. Вокруг Пушкина. Баку, 1989. С. 64–71; Курбанов Ш. 1) Этапы развития азербайджанско-русских литературных связей в XIX веке. Баку, 1969. С. 96–98; 2) Этапы развития азербайджанско-русских литературных связей в XIX веке. М., 1976. С. 98–102; Попов А. В. Из кавказских встреч Пушкина: 1. Фазиль-хан Шейда // Пушкинский сборник. Ставрополь, 1949. С. 5–8 (Тр. Ставропольского гос. пед. ин-та; Вып. 4); Шейнман Л. А., Соронкулов Г. У. «…В горах Кавказа судьба соединила нас»: (Пушкин и персидский поэт Фазиль-Хан) // Шейнман Л. А., Соронкулов Г. У. Пушкин и его современники: Восток–Запад: Очерки. Бишкек, 2000. С. 174–191.	Акад. Т. 3, кн. 1. С. 160.		A745.txt	10	37
5	A550.14	A550	Федор и Елена		«Стамати был стар и бессилен…»	Песни западных славян	A550	1833	1834			да			Акад. Т. 3, кн. 1. С. 343–345.		A550.14.txt	91	425
5	A746		<Б. М. Федорову>		«Пожалуй, Федоров, ко мне не приходи…»			1827	1828	Не ранее конца мая 1827 г., вероятнее всего — весной–летом 1828 г. по биографическим данным.	Неизвестен.	нет	Щеголев. Т. 2.	Добрицын А. Вечный жанр: Западноевропейские истоки русской эпиграммы XVIII — начала XIX века. Bern, 2008. С. 433–434; Ходасевич В. О Пушкине // Ходасевич В. Пушкин и поэты его времени: В 3 т. Oakland, 2014. Т. 3. С. 164.	Акад. Т. 3, кн. 1. С. 122.		A746.txt	2	13
5	A747		Фиал Анакреона	Ранняя редакция стихотворения «Фиал Анакреона»	«Когда на поклоненье…»			1816	1816	1816 г. согласно помете в Лицейской тетради.	Неизвестен. Авторизованная копия: в тетр. ПД 829, л. 9–9 об. (с тремя слоями правки рукой Пушкина).	нет	Посм. Т. 9.	АПСС. Т. 1. С. 725 (примеч.); Любомудров С. И. Античные мотивы в поэзии Пушкина. 2-е изд. СПб., 1901. С. 55–56; Холшевников В. Е. Стихосложение Пушкина-лицеиста // АПСС. Т. 1. С. 455.	АПСС. Т. 1. С. 223.		A747.txt	33	115
5	A747		Фиал Анакреона	Поздняя редакция стихотворения «Фиал Анакреона»	«Когда на поклоненье…»			1816	1816	1816 г. согласно помете в Лицейской тетради.	Неизвестен. Авторизованная копия: в тетр. ПД 829, л. 9–9 об. (с тремя слоями правки рукой Пушкина).	нет	Посм. Т. 9.	АПСС. Т. 1. С. 725 (примеч.); Любомудров С. И. Античные мотивы в поэзии Пушкина. 2-е изд. СПб., 1901. С. 55–56; Холшевников В. Е. Стихосложение Пушкина-лицеиста // АПСС. Т. 1. С. 455.	АПСС. Т. 1. С. 224.		A747_2.txt	32	115
5	A748		В. С. Филимонову, при получении поэмы его «Дурацкий колпак»		«Вам Музы, милые старушки…»			1828	1828	22 марта 1828 г. по биографическим данным.	Неизвестен.	нет	Невский альбом, издаваемый Николаем Бобылевым. СПб., 1840. Ч. 1.	Благой Д. Д. Социология творчества Пушкина: Этюды. 2-е доп. изд. М., 1931. С. 100; Вацуро В. Э. Послание Пушкина к Филимонову // Вацуро В. Э. Записки комментатора. СПб., 1994. С. 91–99; Вацуро, Гиллельсон. С. 176–178; Зыкова Г. В. Филимонов Владимир Сергеевич // Русские писатели: 1800–1910: Биографический словарь. М., 2019. Т. 6. С. 451–455; Михайлова Н. И. Письмо В. Л. Пушкина к В. С. Филимонову // Пушкинский музеум: Альманах. СПб., 2007. Вып. 4–5. С. 238–240.	Акад. Т. 3, кн. 1. С. 99.		A748.txt	16	73
5	A749		Фонтану Бахчисарайского дворца		«Фонтан любви, фонтан живой!..»			1824	1824	Началом ноября 1824 г. по положению в тетради. Доработка предположительно датируется 15 марта — началом сентября 1825 г. по времени подготовки Ст 1826.	В тетр. ПД 835, л. 38 (черновой, без заглавия).	да	Ст 1826.	АПСС. Т. 3, кн. 1. С. 563–571 (примеч. А. С. Бодровой); Балакин А. Ю. А. С. Пушкин и книга И. М. Муравьева-Апостола «Путешествие по Тавриде в 1820 годе» // Балакин А. Ю. Близко к тексту: Разыскания и предположения. СПб., 2017. С. 24–42; Кошелев В. А. Таврическая мифология Пушкина: Литературно-исторические очерки. Вел. Новгород, 2015. С. 17–33; Проскурин О. А. «Отрывок из письма [к Д.]» А. С. Пушкина: Адресат, функция, датировка // Литературный факт. 2019.№ 2 (12). С. 355–358; Пушкин А. С. Соч.: Коммент. изд. М., 2007. Вып. 1. С. 274–283 2-й паг. (коммент. О. А. Проскурина, Н. Г. Охотина); Фомичев С. А. Рабочая тетрадь Пушкина ПД № 835: (Из текстологических наблюдений) // ПИМ. Т. 11. С. 58.	АПСС. Т. 3, кн. 1. С. 23.		A749.txt	20	83
5	A750		«Французских рифмачей суровый судия…»		«Французских рифмачей суровый судия…»			1833	1833	Предположительно февралем — началом октября 1833 г. по положению автографа в тетради.	В тетр. ПД 845, л. 2 об. — 3, 6 об. (черновой).	нет	Анненков. Материалы.	Вольперт Л. И. Пушкинская Франция. Тарту, 2010. С. 26–28; Песков А. М. Буало в русской литературе XVIII — первой трети XIX века. М., 1989. С. 100–102; Томашевский Б. В. Пушкин и Буало // Пушкин в мировой литературе. Л., 1926. С. 54–60.	Акад. Т. 3, кн. 1. С. 305–306.		A750.txt	36	217
5	A429		«Хаврониос! ругатель закоснелый…»		«Хаврониос! ругатель закоснелый…»	<На Каченовского>	A429	1821	1821			нет			АПСС. Т. 2, кн. 2. С. 28.		A429.txt	6	31
5	A442		«Холоп венчанного солдата…»		«Холоп венчанного солдата…»	<На Стурдзу>	A442	1819	1819			нет			АПСС. Т. 2, кн. 1. С. 39.		A442.txt	4	14
5	A751		«Хоть, впрочем, он поэт изрядный…»		«Хоть, впрочем, он поэт изрядный…»			1821	1821	1821 г., предположительно началом апреля, по положению в тетради.	В тетр. ПД 833, л. 5 (беловой, с поправками, под заглавием: «Эпиграмма»).	да	Ст 1826.	АПСС. Т. 2, кн. 2. С. 600–602 (примеч. А. И. Роговой).	АПСС. Т. 2, кн. 2. С. 35.		A751.txt	5	23
5	A752		«Хотя стишки на именины…»		«Хотя стишки на именины…»			1825	1825	Первыми числами февраля (1–3) 1825 г., на основании сообщения П. А. Ефремова и по реалиям.	Неизвестен.	нет	Анн. Т. 7.	АПСС. Т. 3, кн. 1. С. 650–652 (примеч. С. В. Березкиной).	АПСС. Т. 3, кн. 1. С. 40.		A752.txt	14	63
5	A753		«Храни меня, мой талисман…»		«Храни меня, мой талисман…»			1824	1825	Предположительно 1824 г. (не ранее 9 августа — времени приезда Пушкина в Михайловское) — 1825 г. по биографическим реалиям и по бумаге.	ПД 90, л. 1 (черновой).	нет	ПиС. Вып. 4 (ст. 1); полностью: АН 1900–29. Т. 4.		АПСС. Т. 3, кн. 1. С. 129.		A753.txt	22	87
5	A754		Христос воскрес		«Христос воскрес, моя Реввека!..»			1821	1821	10–12 апреля 1821 г. по расположению автографа в тетр. ПД 833 в ряду последовательно записывавшихся текстов 1821 г., дате Пасхи, приходившейся в 1821 г. на 10 апреля, и помете «12. Апр<ель>».	В тетр. ПД 831, л. 24 об. (беловой первоначальной редакции, переходящий в черновой, без заглавия); в тетр. ПД 833, л. 8 (беловой, с поправками, с датой: «12. Апр<ель>»); ПД 1268, л. 2 (беловой, в письме к П. А. Вяземскому от марта 1823 г.).	нет	Герб., под заглавием: «К еврейке»; в России впервые: Ефр. 1880. T. 1 (под заглавием: «Еврейке»).	АПСС. Т. 2, кн. 2. С. 615–617 (примеч. А. И. Роговой); Гаспаров Б. М. Поэтический язык Пушкина как факт истории русского литературного языка. СПб., 1999. С. 197–198; Ходасевич В. О Пушкине // Ходасевич В. Пушкин и поэты его времени: В 3 т. Oakland, 2014. Т. 3. С. 179–181, 185.	АПСС. Т. 2, кн. 2. С. 42.		A754.txt	10	39
5	A755		Художнику		«Грустен и весел вхожу, ваятель, в твою мастерскую…»			1836	1836	Около (не позднее) 25 марта 1836 г., согласно помете в автографе.	ПД 234, л. 1 (беловой, с поправками, с датой: «25 март <так!> 1836»).	нет	Посм. Т. 9.	Витберг Ф. А. Кому посвящено Пушкиным стихотворение «Художнику»? // Новое время. 1899. № 8340. С. 3; Довгий О. Л. Из комментариев к болдинской осени 1830 г. // Болдинские чтения. Н. Новгород, 1993. С. 103–104; Кока Г. М. Стихотворение Пушкина «Художнику» // Врем. ПК 1970. С. 100–109; Кибальник С. А. Антологические эпиграммы Пушкина // ПИМ. Т. 12. С. 166–167, 172–173; Левицкий А. Державин как исповедник Пушкина // РЛ. 2011. № 1. С. 3, 5–6, 19–22; Таракановский Г. Г. Скульптор Б. И. Орловский. Тула, 1986. С. 99–103; Kahn A. Pushkin’s Lyric Intelligence. Oxford, 2008. P. 81–83.	Акад. Т. 3, кн. 1. С. 416.		A755.txt	10	78
5	A756		«Царей потомок, Меценат…»		«Царей потомок, Меценат…»			1831	1832	Предположительно 1831–1832 гг., по времени наиболее частого использования бумаги № 164, на которой записан автограф.	ПД 225, л. 1 (черновой).	нет	Модзалевский Б. Л. Описание рукописей Пушкина, находящихся в музее А. Ф. Онегина в Париже // ПиС. Вып. 12 (ст. 1–3); полностью: Неизд. П. Собр. Онегина.	Аринштейн Л. М. Незавершенные стихотворения Пушкина: (Текстологические проблемы) // ПИМ. Т. 13. С. 299–301; Владимирский Г. Д. Пушкин-переводчик // П. Врем. [Т.] 4–5. С. 319; Кибальник С. А. О стихотворении «Из Пиндемонти»: (Пушкин и Гораций) // Врем. ПК 1979. С. 150–153; Мальчукова Т. Г. О переводе оды Горация «К Меценату» (I, 1) // Мальчукова Т. Г. Античные и христианские традиции в поэзии А. С. Пушкина. Петрозаводск, 1998. Кн. 2. С. 166–186; Неизд. П. Собр. Онегина. С. 102–103; Покровский М. М. Пушкин и античность // П. Врем. [Т.] 4–5. С. 47–48; Смирин В. М. К пушкинскому наброску перевода оды Горация к Меценату (Carm. I, 1) // Вестник древней истории. 1969. № 4 (110). С. 129– 135; Суздальский Ю. П. Пушкин и Гораций // Iноземна филологiя. 1966. Вып. 9. С. 145.	Акад. Т. 3, кн. 1. С. 299.		A756.txt	12	43
5	A757		Царское Село		«Хранитель милых чувств и прошлых наслаждений...»			1819	1819	1819 г., предположительно апрелем, по связи со стихотворением «Элегия» («Воспоминаньем упоенный...»).	ПД 25, л. 1 об. (черновой; на листе, вырезанном из тетр. ПД 829, после л. 92).	нет	ПиС. Вып. 12 (ст. 1–2); Путь. (Гельсингфорс). 1921. № 199, 16 октября.	АПСС. Т. 2, кн. 1. С. 662–664 (примеч. Е. О. Ларионовой); Гофман М. Л. 1) Неизданное стихотворение Пушкина // Путь. (Гельсингфорс). 1921. № 199, 16 октября; 2) «Царское Село» // Неизд. П. Собр. Онегина. С. 3–9; Дмитренко О. А. Воспоминание, «давно знакомый Гений...» // А. С. Пушкин и В. В. Набоков: Сб. докладов междунар. конф. 15–18 апреля 1999 г. СПб., 1999. С. 170–178; Ильинская И. С. По поводу датирования одного стихотворения Пушкина // Проблемы современной филологии: Сб. статей к семидесятилетию академика В. В. Виноградова. М., 1965. С. 153–158; Ларионова Е. О. Возвращение в Царское Село: (Заметки к текстологии ненаписанной элегии) // ПиС (Нов. серия). Вып. 3 (42). С. 30–57; Слинина Э. В. Пушкинские мотивы в царскосельских стихах Анны Ахматовой: (Два эпиграфа из Пушкина) // Пушкинский сборник. Псков, 1973. С. 129– 139; Фомичев С. А. «Царское Село» // Неизданный Пушкин. Вып. 1. С. 26–31; Щеголев П. Е. Неизданное стихотворение Пушкина // Летопись Дома литераторов. 1921. № 2, 15 ноября.	АПСС. Т. 2, кн. 1. С. 98.		A757.txt	27	138
5	A758		Царскосельская статуя		«Урну с водой уронив, об утес ее дева разбила…»			1830	1830	1 октября 1830 г. согласно пометам в автографе (на л. 1 об. помета перед текстом стихотворения «Румяный критик мой, насмешник толстопузый…»: «1 окт<ября> 1830 Болд<ино>»).	ПД 131, л. 1 (беловой, с поправкой, под заглавием: «К статуе в Ц<арском> С<еле>», с датой под текстом: «1 окт<ября>»). Авторизованная копия: ПД 420, л. 45 (печатный текст, с датой рукой Пушкина: «1830»; в составе цензурной рукописи Ст 1832).	да	СЦ на 1832 г. СПб., 1831.	Бонди. Статьи. С. 354–356; Вильк Е. А. Объемное мгновение: «Царскосельская статуя» и антологические эпиграммы 1830 года // Московский пушкинист. М., 2002. [Вып.] 10. С. 3–47; Грехнев В. А. Мир пушкинской лирики. Н. Новгород, 1994. С. 286–291; Григорьева А. Д. Язык лирики Пушкина 30-х годов // Григорьева А. Д., Иванова Н. Н. Язык лирики XIX в.: Пушкин. Некрасов. М., 1981. С. 138–142; Жолковский А. К. Заметки о «Царскосельской статуе» // Жолковский А. К. Избранные статьи о русской поэзии: Инварианты, структуры, стратегии, интертексты. М., 2005. С. 371–389; Ильичев А. В. Скульптура и текст: «Царскосельская статуя» А. С. Пушкина // РЛ. 2004. № 1. С. 95–102; Кибальник С. А. Русская антологическая поэзия первой трети XIX века. Л., 1990. С. 203–205, 227–228;Фомичев. С. 186–187; Мальчукова Т. Г. О жанровых традициях в «Анфологических эпиграммах А. С. Пушкина // Жанр и композиция литературного произведения: Межвуз. сб. Петрозаводск, 1986. С. 64–82; Пушкин А. С. Соч.: Коммент. изд. М., 2016. Вып. 3: Стихотворения: (Из «Северных цветов» 1832 года). С. 183–195 (коммент. А. А. Долинина); Тахо-Годи А. А. Эстетическо-жизненный смысл античной символики Пушкина // Писатель и жизнь: Сб. историко-литературных, теоретических и критических статей. М., 1968. Вып. 5. С. 113–114; Якобсон Р. 1) Статуя в поэтической мифологии Пушкина // Якобсон Р. Работы по поэтике. М., 1987. С. 168; 2) Стихи Пушкина о деве-статуе, вакханке и смиреннице I. «Царскосельская статуя» // Там же. С. 181–188.	Акад. Т. 3, кн. 1. С. 231.		A758.txt	4	30
5	A759		Царь Никита и сорок его дочерей		«Царь Никита жил когда-то...»			1822	1822	1822 г., согласно дате в пушкинском списке произведений в тетради ПД 831; оснований для более точной датировки нет.	В тетр. ПД 832, л. 8 об. (черновой ст. 1–26).	нет	БЗ. 1858. Т. 1, № 4 (ст. 1–22, без заглавия, с пропуском ст. 19). Текст в составе 75 стихов впервые: Собрание стихотворений Пушкина, Рылеева, Лермонтова и других лучших авторов. Лейпциг, 1858 (Русская библиотека. Т. 1) (с пропуском ряда стихов). Продолжение текста после ст. 75 впервые: Герб. С. 168–173 (с предваряющей текст характеристикой: «...конец сказки, восстановленный кем-то на память, причем, конечно, только немногие стихи Пушкина уцелели во всей первобытной своей чистоте...»).	АПСС. Т. 2, кн. 2. С. 937–960 (примеч. Г. А. Левинтона и Н. Г. Охотина); Жаворонков А. З. Анекдотическая сказка Пушкина // Учен. зап. Новгородск. гос. пед. ин-та. 1956. Т. 1, вып. 1. С. 101–118; Левинтон Г. А., Охотин Н. Г. «Что за дело им — хочу...»: О литературных и фольклорных источниках сказки А. С. Пушкина «Царь Никита и 40 его дочерей» // Литературное обозрение. 1991. № 11 [Спец. вып.]: Эротика в русской литературе: От Баркова до наших дней: Тексты и комментарии. М., 1992. С. 28–35; Пильщиков И. А. «Ничего иль очень мало…»: (Сказка Пушкина «Царь Никита и 40 его дочерей»: Дополнение к комментарию) // А. С. Пушкин. Тень Баркова. Тексты. Комментарии. Экскурсы. М., 2002. С. 466– 479; Строганов М. В. Из комментария к сказке Пушкина «Царь Никита и сорок его дочерей» // Славянские чтения. Даугавпилс, 2003. [Вып.] 3. С. 12–22; Томашевский Б. В. Царь Никита // КН. Т. 6: Путеводитель по Пушкину. С. 367; Burkhart D. An Early Fairy Tale in Verse of Aleksandr S. Puskin: The Structure of the Erotic Riddle // Russian Literature. 1988. Vol. 24, № 3. P. 275–292; Clayton J. D., Vesselova N. Resexing Literature: Tzar Nikita and His Forty Daughters // Taboo Pushkin: Topics, Texts, Interpretations. The University of Wisconsin Press, 2012. P. 224–238; Cross A. Puskin’s Bawdy or A Notes from a Literary Underground // Russian Literature Triquarterly. 1974. № 10. Р. 203–236; Tomaševskiy B. Puškin Alex. Serg. Car Nikita, pohadka. Praha, 1928 // Slawische Rundschau. 1929. Bd 1. S. 476–478.	АПСС. Т. 2, кн. 2. С. 153–154.		A759.txt	76	281
5	A760		«Царь увидел пред собою…»		«Царь увидел пред собою…»			1833	1833	Предположительно концом января — первой половиной августа 1833 г. по положению в альбоме среди черновиков поэмы «<Езерский>».	ПД 956, л. 2 об., 1 (черновой; лист вырван из тетради ПД 845, между л. 1 и 2).	нет	Бартенев П. И. Из рукописей А. С. Пушкина // РА. 1881. Кн. 3, № 6.	Непомнящий В. С. Добрым молодцам урок // Непомнящий В. С. Поэзия и судьба: Статьи и заметки о Пушкине. М., 1983. С. 180–183; Рак В. Д. Как текстологи создавали и разрушали пушкинский шедевр: (О тексте чернового наброска «Царь увидел пред собою…») // РЛ. 2002. № 1. С. 79–99; Юхнова И. С. Пушкинский фрагмент «Царь увидел пред собою / Столик с шахматной доскою...»: Дополнения к комментарию // Болдинские чтения. Н. Новгород, 2019. С. 95–100.	Акад. Т. 3, кн. 1. С. 304.		A760.txt	20	67
5	A761		Цветок		«Цветок засохший, безуханный…»			1828	1828	1828 г., в соответствии с указанием в Ст 1829, предположительно 22– 27 октября по положению в тетради.	В тетр. ПД 838, л. 102 об., 102, 103 (черновой).	да	Галатея. 1829. Ч. 1, № 2.	Грехнев В. А. Лирический сюжет в поэзии Пушкина // Болдинские чтения. Горький, 1977. С. 21–23; Заборов П. Р. Шарль Мильвуа в русских переводах и подражаниях // Заборов П. Р. Россия и Франция: Литературные и культурные связи: Статьи и заметки. СПб., 2011. С. 245; Иванова Н. Н. Поэтическая «глагольная» перифраза у Пушкина // Поэтическая фразеология Пушкина. М., 1969. С. 339–343; Мальчукова Т. Г. О христианской и античной традициях в стихотворении А. С. Пушкина «Цветок»: (Опыт интерпретации) // Христианство и русская литература. СПб., 1999. Сб. 3. С. 128–139; Мейлах Б. Художественное мышление Пушкина как творческий процесс. М.; Л., 1962. С. 205–206; Рогачевский А. Б. Риторика и индивидуальный стиль: Жуковский — Пушкин — Лермонтов // Изв. АН СССР. Сер. лит. и яз. 1990. Т. 49, № 3. С. 223–230; Сандомирская В. Б. Рабочая тетрадь Пушкина 1828–1833 гг. (ПД № 838): (История заполнения) // ПИМ. Т. 10. С. 256–260; Сапченко Л. А. Переосмысление традиционного образа в стихотворении Пушкина «Цветок» // Проблемы современного пушкиноведения: Сб. ст. Псков, 1996. С. 71–79; Тахо-Годи Е. А., Тахо-Годи М. А. Замысел античной виньетки у Пушкина // Пушкин и мир античности: Материалы чтений в «Доме Лосева» (25– 26 мая 1999). М., 1999. С. 115–116; Черняев Н. И. «Цветок» // Пушкинист: Сб. Пушкинской комиссии Института мировой литературы им. А. М. Горького. М., 1989. Вып. 1. С. 361–365.	Акад. Т. 3, кн. 1. С. 137.		A761.txt	16	74
5	A762		«Цветы последние милей…»		«Цветы последние милей…»			1825	1825	1825 г., предположительно 16 октября, согласно помете в ныне утраченной копии Ал. Н. Вульфа.	ПД 890, л. 1 (беловой, с поправкой).	нет	Совр. 1838. № 1, с редакторским заглавием «Последние цветы».	АПСС. Т. 3, кн. 1. С. 775–777 (примеч. А. С. Лобановой); Аринштейн Л. М. Пушкин: Непричесанная биография. М., 2007. С. 101; Громбах С. М. «Цветы последние милей»// Врем. ПК 23. С. 103–105; Кардаш Е. В. Как устроен «маленький шедевр»: Заметки о мадригале Пушкина «Цветы последние милей…» // Врем. ПК 37. С. 64–89; Михайлова Н. И. Мотивы «Элегии» Андрея Тургенева в лирике Пушкина // Пушкинский музеум. СПб., 2000. Вып. 2. С. 141–143; Сандомирская В. Б. К вопросу о датировке помет Пушкина во второй части «Опытов» Батюшкова // Врем. ПК 1972. С. 27; Семевский М. И. К биографии Пушкина: Выдержки из записной книжки // РВ. 1869. № 11. С. 68; Цявловский М. А. Автограф стихотворения Пушкина «Цветы последние милей…» // Русский библиофил. 1916. № 8. С. 76–77; Элиаш Н. М. К вопросу о влиянии Батюшкова на Пушкина // ПиС. Вып. 19–20. С. 32.	АПСС. Т. 3, кн. 1. С. 73.		A762.txt	6	20
5	A327		«Ценитель умственных творений исполинских…»		«Ценитель умственных творений исполинских…»	<Князю Козловскому>	A327	1836	1836			нет			Акад. Т. 3, кн. 1. С. 430.		A327.txt	12	64
5	A763		<Циклоп>		«Язык и ум теряя разом…»			1830	1830	1 января 1830 г. по письму Пушкина к Е. Ф. Тизенгаузен.	ПД 509, л. 1 (беловой; в письме к Е. Ф. Тизенгаузен от 1 января 1830 г.).	да	Vers chantés et recites. SPb., 1830.	Письма Пушкина к Е. М. Хитрово. 1827–1832. Л., 1927. С. 40–46 (примеч. Н. В. Измайлова); Лямина Е. Э., Самовер Н. В. Поэт на балу: Три маскарадных стихотворения 1830 года // Лотмановский сборник. 3. М., 2004. С. 141–176.	Акад. Т. 3, кн. 1. С. 209.		A763.txt	6	33
5	A764		Цыганы, с английского		«Над лесистыми брегами…»			1830	1830	1830 г., предположительно сентябрем–ноябрем; год определяется по пушкинским пометам в одном из списков стихотворений (ПД 716) и в цензурной рукописи, месяцы — по предположительному времени знакомства Пушкина со стихотворением Боулза «Цыганский шатер».	Неизвестен. Авторизованная копия: ПД 420, л. 55 (писарская, с датой рукой Пушкина: «1830»; в составе цензурной рукописи Ст 1832).	да	Денница: Альманах на 1831 год, изданный М. Максимовичем. М., 1831. С. 106.	Малафеев К. А. «Я думал стихами...»: Историко-документальные очерки о лирических стихотворениях А. С. Пушкина. Рязань, 2000. С. 137–146; Скачкова О. Н. А. С. Пушкин и поэты озерной школы // Методология и методика историко-литературного исследования: Тез. докл. 3-й науч. конф. (Рига, 1–3 ноября 1990 г.). Рига, 1990. С. 83–86; Трубе Л. «С английского»: О загадке одной пушкинской пометы // ВЛ. 1984. № 4. С. 273–275; Яковлев Н. В. К вопросу об английских источниках стихотворения Пушкина «Цыганы» («Над лесистыми брегами») // ПиС. Вып. 36. С. 63–70.	Акад. Т. 3, кн. 1. С. 264.		A764.txt	16	61
5	A765		Ч<аадае>ву		«В стране, где я забыл тревоги…»			1821	1821	6 апреля 1821 г., по дате в беловом автографе.	В тетр. ПД 831, л. 26 об. — 29 (черновой); в тетр. ПД 833, л. 5 об. — 7 об. (беловой первой редакции, с разновременной правкой, под заглавием: «К Чедаеву» и с пометой: «6 апреля 1821. Кишенев»).	да	СО. 1821. Ч. 72, № 35 (под заглавием: «К Ч–ву», с пометой под текстом: «Кишенев. 20 Апреля 1821»).	АН. 1900–1929. Т. 3. Примечания. С. 54–66 (примеч. В. Е. Якушкина); АПСС. Т. 2, кн. 2. С. 606–613 (примеч. Е. О. Ларионовой); Жирицкий Л. В. Пушкин и Овидий // Изв. Таврического о-ва истории, археологии и этнографии. Симферополь, 1827. Т. 1 (58). С. 93–94; Меликьян М. Невежда // Прометей: Историко-биографический альманах. М., 1974. Т. 10. С. 158–159; Грехнев В. А. ЛирикаПушкина: О поэтике жанров. Горький, 1985. С. 83–86; Кибальник С. А. Тема изгнания в поэзии Пушкина // ПИМ. Т. 14. С. 44-45; Стенник Ю. В. Пушкин и русская литература XVIII века. СПб., 1995. С. 139–142.	АПСС. Т. 2, кн. 2. С. 37–38.		A765.txt	76	452
5	A766		Ч<аадае>ву		«К чему холодные сомненья…»			1824	1824	Черновой автограф февралем — серединой мая 1824 г. по положению в тетради; доработка стихотворения, вероятно, относится к более позднему времени — до декабря 1824 г. (по времени работы над «Отрывком из письма к Д.» в тетр. ПД 835, датирующимся по последовательному заполнению тетради).	В тетр. ПД 834, л. 44 об. — 45 (черновой).	да	СПч. 1825. № 12, 27 января (под заглавием: «К Ч.», с пометой: «1820. Морской берег Тавриды», с подписью: «А. П.»).	АПСС. Т. 2, кн. 2. С. 786–792 (примеч. Е. О. Ларионовой); Балакин А. Ю. А. С. Пушкин и книга И. М. Муравьева-Апостола «Путешествие по Тавриде в 1820 годе» // РЛ. 2017. № 2. С. 19–30; Казарин В. П., Андрейко Е. В., Шавшин В. Г. Пушкин в Георгиевском монастыре // «К пределам дальным...»: Очерки путешествия А. С. Пушкина по Крыму. Симферополь, 2010. С. 169–174; Строганов М. В. Стихотворение Пушкина «Буря». Проблема комментария // ПиС. (Нов. серия). Вып. 3 (42). С. 294–298; Фомичев С. А. Творчество Пушкина: Рукописи и тексты, интерпретации и толкования. Арзамас; Н. Новгород, 2016. С. 53–61; Чумаков Ю. Н. Композиция двух посланий к Чаадаеву и эволюция пушкинского стиля // Метод и мастерство. Вологда, 1970. Вып. 1. С. 92–107.	АПСС. Т. 2, кн. 2. С. 97.		A766.txt	22	81
5	A767		«Чем чаще празднует лицей…»		«Чем чаще празднует лицей…»			1831	1831	Октябрем 1831 г. по биографическим реалиям.	ПД 946, л. 1–2 (беловой, с поправками, с датой: «19 окт<ября> 1831»).	нет	Посм. Т. 9.	Грот К. Я. Празднование лицейских годовщин при Пушкине и после него // ПиС. Вып. 13. С. 49–52; Кобеко Д. Ф. Шесть упраздненных мест // ПиС. Вып. 5. С. 75–81; Левкович Я. Л. Лицейские «годовщины» // Стих. П. 1820–1830 гг. С. 88–93; Макаров А. А. Последний творческий замысел А. С. Пушкина. М., 1997. С. 65–66.	Акад. Т. 3, кн. 1. С. 277–278.		A767.txt	40	175
